"Violator","Male","Age","TimeServed","Class","Multiple","InCity"
0,0,52,2.82,"D",0,1
0,1,61.4,13.85,"D",0,0
1,1,19.6,1.58,"E",0,0
1,1,30.6,10.22,"B",0,0
0,1,32.5,1.24,"D",0,1
0,1,45.5,13.62,"B",1,1
0,1,35.4,15.65,"B",1,1
0,1,46.9,26.73,"A",0,0
0,1,73.9,6.71,"C",1,0
0,1,47.1,0.82,"E",1,1
1,1,47.7,7.7,"D",1,1
0,0,22.6,0.94,"D",1,0
0,1,38.6,1.72,"E",0,0
0,1,22.7,0.61,"D",0,1
0,1,32.8,2.02,"D",0,1
0,1,55.3,1.25,"E",1,0
0,1,55.8,0.95,"B",0,1
0,1,64,22.13,"A",1,1
0,1,53.2,8.18,"D",0,0
0,1,44.8,6.12,"A",0,0
0,1,21.1,0.62,"D",0,0
0,1,49.7,29.46,"A",1,1
0,1,52.4,19.02,"C",1,1
0,0,49.9,0.69,"D",0,0
1,1,26.4,2.79,"D",0,1
0,1,44.4,4.11,"D",0,1
0,1,23.6,3.17,"E",0,0
0,1,29.2,1.75,"E",1,1
1,1,26.3,4.88,"E",0,0
0,1,36,2.75,"D",0,0
0,1,19.9,0.25,"E",0,0
0,0,32.4,1.76,"D",0,0
0,1,29.4,2.09,"D",0,1
0,1,38.3,1.1,"E",0,0
0,1,41.6,1.09,"B",1,1
0,0,31.3,0.68,"E",0,0
0,1,36.8,18.52,"A",1,1
0,1,33.8,0.96,"E",0,0
0,1,35.2,3.88,"C",1,0
0,1,22.2,1.08,"E",0,0
0,1,31.6,1.1,"E",0,1
0,1,34.5,1.32,"E",1,0
0,1,40,1.85,"D",1,0
0,1,27.2,1.48,"B",1,1
0,1,35.8,1.65,"D",0,0
0,1,47.9,26.04,"A",1,1
0,1,60.3,0.6,"E",0,1
0,1,49.1,1.16,"E",0,0
0,1,32.1,7.91,"E",0,1
0,1,56.4,1.92,"D",0,1
0,1,26.1,1.29,"D",0,0
0,0,37.8,1.24,"D",0,1
0,1,24.8,1.03,"E",0,0
0,1,54.8,18.65,"C",1,0
0,1,39.4,21.86,"A",0,1
1,0,59.1,4.82,"D",0,0
0,1,47.3,3.21,"C",0,0
0,1,50.3,29.69,"A",0,0
0,1,39.6,1.94,"E",1,1
0,1,45.4,1.42,"E",0,1
0,1,61,28.01,"A",1,0
0,1,49.2,1.24,"E",0,0
0,1,33.5,1.21,"D",0,1
0,1,27.8,5.08,"A",1,0
0,1,26.6,2.02,"D",0,1
0,0,36.1,18.09,"A",1,0
0,1,41.6,3.48,"C",1,0
0,1,45.8,1.76,"E",1,0
1,1,36.4,8.22,"D",1,1
0,1,33.9,1.21,"E",0,1
1,0,35.4,9.25,"C",0,1
0,1,32.8,1.37,"D",0,0
0,1,24.9,3.1,"D",0,1
0,1,51.5,25.13,"A",1,1
0,1,34.2,0.6,"E",0,0
0,1,19.2,0.78,"E",0,1
0,1,25.1,1.11,"D",1,1
0,1,46.1,28.05,"A",1,1
0,1,37.2,14.48,"A",1,1
0,1,39.4,3.59,"C",1,1
0,1,21.8,1.46,"E",0,0
1,1,45.3,12.25,"A",1,0
0,1,51.3,13.73,"D",0,0
0,0,49.6,1.19,"E",0,0
0,1,24.6,1.12,"D",1,0
0,1,20.9,1.61,"E",0,0
0,1,43.4,22.06,"B",1,1
0,1,31.5,0.85,"E",0,0
0,1,20.9,1.77,"E",0,1
0,1,45.5,2.05,"E",0,1
0,1,19.5,1.28,"D",1,0
0,1,43.2,0.94,"D",1,0
0,1,37.2,17.02,"A",1,1
0,1,31.2,1.23,"E",0,1
0,1,26,1.04,"E",0,0
0,1,65.6,20.83,"A",1,1
0,1,63.8,2.94,"D",0,1
0,1,56.5,0.74,"E",0,0
0,1,42.9,0.77,"E",0,1
0,1,58.5,1.29,"E",1,0
0,1,45.9,29.46,"A",1,0
0,1,24.4,0.35,"E",0,0
0,0,25.7,3.35,"D",0,0
0,1,45.5,2.96,"A",1,1
0,1,45.1,3.23,"C",0,1
0,1,31.3,0.52,"E",0,0
0,1,37.9,1.2,"E",0,1
0,1,32,2.67,"D",0,1
0,1,52.8,20.21,"B",1,1
0,1,25.2,1.46,"C",1,0
0,0,31.5,1.61,"D",1,0
0,1,73.9,25.08,"A",0,1
0,1,21.7,1.2,"E",1,0
0,1,47.1,20.55,"A",1,1
0,1,35,2.67,"D",0,1
1,1,36.9,15.09,"B",0,1
0,1,36.1,1.3,"E",0,0
0,1,37.4,1.71,"D",0,0
0,1,50.1,1.11,"D",1,0
0,1,21.3,1.85,"D",1,0
0,0,31,0.94,"D",0,0
0,1,21.2,0.85,"E",1,0
0,1,32.7,13.77,"B",0,0
0,1,35.9,4.76,"C",0,0
0,1,31.2,10.31,"A",0,1
0,1,23.9,1.25,"D",1,0
0,1,54.2,1.52,"E",0,0
0,1,30.9,1.09,"E",0,0
0,1,30.5,1.96,"D",0,0
0,1,49.1,16.6,"B",1,1
1,1,43,21.92,"B",0,1
0,1,38.5,1.08,"E",0,0
0,1,43.5,21.07,"B",1,1
0,0,27.8,0.25,"D",1,1
0,1,25.7,1.85,"D",0,0
0,1,43.7,14.89,"A",1,1
1,1,58.5,1.14,"D",0,0
0,1,61.2,0.87,"E",0,1
0,0,43.5,2.1,"E",0,1
0,1,54.1,26.36,"A",0,1
0,1,51.8,25.8,"B",0,1
0,1,38.2,0.56,"D",0,0
0,1,23.8,0.94,"E",0,0
0,1,34.7,14.66,"A",0,1
0,1,40,5.62,"D",1,0
0,0,58.9,0.94,"E",0,0
0,1,54.7,8.44,"D",0,0
1,0,45.8,3.52,"B",1,1
0,1,60.8,14.87,"C",0,0
0,1,50.6,28.11,"A",0,0
0,1,24.4,3.21,"D",0,0
0,1,49.3,1.66,"E",0,1
0,1,34.4,0.54,"E",0,0
0,1,45.5,1.08,"E",0,1
0,1,31.2,2.71,"D",1,0
0,1,41.7,2.54,"E",1,1
0,1,41.1,2.12,"D",0,0
0,1,38.1,0.87,"D",0,1
0,1,49.4,1.33,"E",0,0
0,1,53.8,27.78,"A",0,0
1,1,27.2,3.37,"D",0,0
0,1,53.2,20.84,"B",1,1
0,1,49.2,27.73,"A",1,0
0,1,30.7,0.6,"D",0,0
1,1,36,7.04,"E",1,0
0,1,44.2,21.48,"A",1,1
0,1,46.9,23.78,"A",1,1
0,1,52.7,1.24,"D",0,0
0,1,25.6,0.79,"D",1,1
0,1,23.9,0.38,"E",0,0
1,1,40.9,13.25,"B",1,0
0,1,42.6,0.61,"C",0,1
0,1,67.8,40.94,"A",0,1
0,1,28.7,0.48,"D",0,1
0,1,23.2,1.02,"D",0,0
1,1,45.9,11.29,"D",0,0
0,1,21.8,1.11,"E",0,0
0,0,34.4,1.11,"D",0,0
0,1,45.6,0.73,"E",0,0
0,1,39,1.23,"E",0,1
0,1,40,22.29,"A",1,1
0,0,31.9,0.75,"D",0,1
0,1,30.9,2.71,"D",1,0
0,1,49.9,0.93,"E",1,1
0,1,62,1.56,"E",0,1
0,0,50.4,2.04,"E",0,1
0,1,35.7,0.59,"D",0,1
0,1,38.1,1.17,"E",0,1
0,1,49.4,18.38,"E",0,1
0,1,69,18.23,"B",1,1
0,1,57.6,30.09,"A",1,1
0,0,34.2,1.44,"D",1,0
0,1,34.5,4.08,"D",1,0
0,1,31.2,2.22,"E",1,0
0,1,36.6,2.9,"D",0,1
0,1,51.1,28.59,"A",0,1
0,1,52,3.15,"B",0,0
0,1,51.7,18.23,"C",1,0
0,1,50.2,31.71,"A",0,0
0,1,34.8,3.73,"D",1,1
0,1,43.7,1.33,"E",0,0
0,1,38.7,1.62,"E",0,1
0,1,29,0.82,"D",0,0
0,1,38.9,5.71,"B",1,0
0,1,78.9,17.19,"D",1,1
1,0,42.3,20.67,"C",1,1
1,1,36.2,8.15,"D",1,0
0,1,36.5,1.17,"E",0,0
0,1,54,26.42,"A",1,1
0,1,22.5,1.33,"E",0,0
0,1,57.7,37.67,"A",1,1
1,1,22.7,3.21,"E",0,0
0,1,20.8,0.92,"D",0,1
0,1,44.2,1.27,"E",1,1
0,1,50.4,19.48,"A",1,1
0,1,42.2,0.71,"D",0,0
0,1,48.3,1.14,"E",0,1
1,1,40.6,20.84,"B",0,1
0,1,34.1,1.71,"D",0,0
0,0,25.3,0.61,"D",0,1
0,1,36.2,1.94,"E",1,0
1,0,48.9,3.79,"B",0,0
0,1,34.6,2.1,"D",0,0
0,1,63,4.65,"C",1,0
0,1,19.2,0.88,"E",0,1
0,1,30,9.23,"A",0,1
1,1,24.8,3.65,"D",0,0
0,1,51.6,0.79,"A",0,1
0,1,37.9,16.82,"A",1,1
0,1,53.4,14.13,"A",1,1
1,1,45.7,11.13,"D",0,0
0,1,54.9,28.71,"A",0,1
0,0,42.3,1.83,"D",0,1
0,1,36.3,1.04,"E",0,1
0,1,26.8,1.09,"E",0,0
0,1,38.2,2.91,"B",1,1
0,1,31.6,2.48,"D",0,0
0,1,58.3,1.08,"D",0,0
0,1,40.9,1.25,"E",0,0
0,1,33.7,3.08,"C",0,0
0,1,30.7,1.81,"D",0,0
0,1,44,1.08,"E",0,0
0,1,28.9,0.54,"E",0,0
0,1,66,12.04,"C",0,0
1,1,24.3,2.73,"E",1,1
0,1,31.7,0.76,"E",0,0
0,1,37.6,0.73,"E",0,0
0,1,44.7,2.09,"D",0,0
0,1,51.8,27.34,"B",1,1
0,1,58.6,0.92,"E",0,0
0,1,49,1.25,"E",1,0
0,1,52.7,4.62,"D",1,1
0,1,50.2,17.43,"C",1,1
0,0,20.5,1.42,"E",0,0
1,1,48.5,17.64,"C",0,1
0,1,36.1,1.33,"E",1,0
0,0,37.9,4.11,"C",1,0
0,1,33.6,2.28,"D",0,1
0,1,27.5,1.42,"E",0,1
0,1,29.6,1.81,"B",1,1
0,1,32.9,0.67,"E",0,0
0,1,38.2,1.19,"E",0,1
0,1,46.7,2.23,"D",0,0
0,1,29.3,2.07,"D",1,0
0,1,26.1,1.55,"D",1,0
0,1,61.2,18.13,"A",1,1
0,1,32.4,1.77,"D",1,0
0,1,28,1.42,"E",1,0
0,1,50.6,1.09,"D",0,0
0,1,20.1,1.58,"D",0,0
0,1,19.8,0.69,"D",0,1
0,1,30.5,1.86,"D",1,0
0,1,28,0.76,"E",0,1
0,1,54.7,30.6,"A",1,1
0,1,31.4,0.92,"E",0,0
0,1,31.8,1.3,"C",0,0
0,1,64.6,1.2,"D",1,0
0,1,42.2,16.73,"D",0,1
0,1,24.8,4.34,"C",0,0
0,1,48,2.17,"E",1,0
0,1,31.8,2.92,"D",0,0
1,1,32.7,8.71,"D",0,1
0,0,27.7,0.84,"D",1,0
0,1,49.9,1.69,"E",0,0
0,1,45.2,18.28,"A",0,1
0,1,42.9,1.67,"E",0,0
0,1,53.1,31.63,"A",1,1
0,1,79.8,28.36,"A",0,1
0,1,39.8,1.63,"D",0,0
0,1,25.6,0.44,"D",0,0
0,1,25.5,0.92,"E",0,0
0,1,53.8,1.6,"D",0,0
0,1,53.9,28.44,"A",0,0
0,1,55.6,28.29,"A",1,1
0,1,33.2,5.59,"D",1,0
0,1,24,0.62,"C",1,0
0,1,25.7,5.07,"D",1,1
0,1,48.8,5.84,"D",1,1
0,1,40.4,2.02,"D",0,0
0,1,49.2,1.11,"D",0,1
0,1,29.9,1.8,"D",0,0
0,1,35.9,12.97,"A",1,0
0,1,48.8,24.57,"A",0,0
0,1,29.8,6.7,"B",1,1
1,1,47.2,7.31,"D",1,0
0,1,46.9,11.61,"D",0,1
0,1,48.6,1.21,"D",0,0
0,1,20.4,0.26,"E",0,1
0,1,70.2,16.75,"C",0,1
0,1,50,0.96,"C",0,1
0,1,52.1,0.77,"D",1,0
0,1,42.6,2.17,"D",0,1
0,1,23.9,1.13,"E",0,1
0,1,21.3,1.91,"D",0,0
0,0,50.9,1.19,"D",0,0
0,1,35.1,1.78,"E",0,0
0,1,42,2.28,"D",0,0
0,1,26.9,2.31,"E",0,0
0,1,25.3,1.42,"E",1,0
0,1,56.4,0.36,"E",0,0
0,1,46.3,2.28,"C",1,1
0,1,52.4,6.08,"D",1,1
0,1,46.9,15.42,"D",1,1
0,0,43.1,1.12,"E",1,0
0,1,43.7,4.7,"D",1,0
0,1,65.2,2.29,"D",0,0
0,1,40.5,5.13,"E",1,0
0,1,32.9,0.48,"E",0,0
0,1,66.9,26.46,"B",1,0
0,1,48.2,1.06,"E",1,1
0,1,39.6,0.84,"C",0,1
0,1,28.4,0.88,"E",1,0
0,1,50.5,0.25,"E",0,0
0,1,43.7,8.61,"B",1,0
0,0,21.1,1.04,"E",0,0
0,1,53.6,2.38,"E",0,1
0,1,27.6,0.61,"E",0,1
0,1,43.9,0.96,"D",0,0
1,1,48,2.23,"E",0,1
0,1,42.5,0.77,"D",0,1
0,1,59.8,23.05,"A",1,1
0,1,43.3,2.31,"D",0,0
0,1,38.8,19.87,"B",1,1
0,1,37,15.79,"A",1,0
0,1,39.8,22.21,"A",1,0
0,1,50.3,31.59,"A",0,1
0,1,31.3,0.92,"C",1,1
0,1,30.4,0.56,"E",0,0
0,1,36.7,4.33,"E",0,1
0,1,55.3,1.05,"E",0,1
0,1,28.3,3.65,"D",1,0
1,1,49,21.73,"B",0,1
0,1,35.7,1.56,"E",0,0
0,0,28.2,2.77,"C",0,0
0,1,49.1,18.38,"B",1,1
0,1,32.8,1.73,"D",0,1
0,1,54,1.52,"E",0,0
0,0,33.7,2.02,"E",0,0
0,1,77.8,6.05,"B",0,1
0,1,53.5,1.87,"C",0,0
0,1,35.7,2.19,"D",0,0
0,1,42.3,1.21,"E",0,1
0,1,25.5,0.31,"D",1,0
0,1,33,7.12,"C",0,1
0,1,31.7,1.92,"C",1,0
0,1,24,2.3,"D",1,0
0,1,19.7,1.11,"D",0,0
0,1,43.2,19.02,"A",0,0
0,1,62.2,0.46,"E",0,1
0,1,31,1.19,"E",1,1
0,1,25.1,2.32,"D",0,0
0,1,55,0.48,"E",0,0
0,1,27.5,2.06,"D",0,0
0,1,39.2,19.9,"A",0,1
0,1,27,1.25,"E",0,0
0,1,21.3,0.94,"D",0,1
0,0,60.4,1.44,"D",1,0
0,1,34.5,1.25,"D",0,0
0,1,31,2.8,"D",0,0
0,1,21.8,0.39,"E",0,0
0,1,22.8,1.32,"D",1,0
0,1,46.7,27.21,"A",1,0
0,1,38.4,16.21,"A",1,1
0,1,57.7,1.71,"D",0,0
0,1,35.4,2.3,"D",0,0
0,1,41.1,14.48,"A",1,1
0,1,22.8,0.74,"C",0,1
0,1,54.4,6.73,"C",1,0
0,1,21,1.69,"D",0,1
0,1,55.2,0.96,"D",1,0
0,1,43.1,24.8,"A",0,1
0,1,57.8,1.8,"D",0,0
0,1,72.6,9.94,"D",1,0
0,1,51.8,0.64,"C",1,0
0,0,21.5,0.19,"D",0,0
0,1,23.3,1.91,"D",1,0
1,1,25.5,5.11,"D",1,0
0,1,44.2,2.67,"B",0,1
0,1,53.8,0.26,"E",0,0
0,1,19.5,0.44,"D",0,0
0,1,23.4,1.77,"D",1,0
0,1,33.6,0.61,"D",0,0
0,1,48.8,4.88,"C",1,0
0,1,30.7,1.75,"C",1,0
0,1,43.2,1.1,"E",1,0
0,1,47.5,2.09,"D",0,1
0,0,56.1,0.83,"D",1,1
0,1,45.6,15.15,"C",0,1
0,1,32,1.09,"E",0,1
0,1,53.1,26.73,"A",1,0
1,1,49.5,6.25,"D",0,0
0,1,29.5,0.77,"E",0,0
0,1,24.2,0.78,"E",0,0
0,1,20.9,1.37,"E",0,0
0,1,30.4,1.34,"C",0,0
0,1,32.2,3.85,"D",0,0
0,0,41.4,0.82,"E",0,0
0,1,38.6,18.97,"A",0,1
0,1,80.6,30.14,"A",1,1
0,1,39.7,1.57,"E",0,0
0,1,33.3,0.85,"E",0,1
0,1,35.7,1.23,"D",0,1
0,1,52.1,0.61,"D",0,1
0,1,53.7,31.17,"A",1,1
0,1,48.6,16.04,"B",0,0
0,1,50.4,25.85,"A",1,1
0,1,58.4,33.88,"A",0,0
0,0,60.8,1.35,"E",0,0
0,1,37.5,3.09,"B",1,1
0,1,55.5,2.07,"E",0,0
0,1,43.3,21.66,"A",1,1
0,1,26.6,1.55,"E",0,0
0,1,58.1,1.79,"D",0,0
0,1,40.7,6.35,"C",1,1
0,1,56.9,1.07,"E",0,0
0,1,48.1,1.81,"E",0,0
0,1,71.4,27.03,"A",0,1
0,1,47.3,6.23,"D",1,0
0,1,44.5,1.86,"E",0,0
0,1,34.6,1.23,"E",0,0
1,1,30.6,3.69,"D",1,0
0,1,38.4,1.08,"E",1,1
0,1,31.9,1.75,"E",1,0
0,1,33.6,4.44,"B",0,0
0,1,41.3,2.02,"D",0,0
0,1,26.7,1.42,"D",0,0
0,0,43.6,0.84,"E",0,0
1,1,32.5,7.46,"D",1,1
0,1,23.8,2.37,"D",1,0
0,1,21.9,1.87,"B",1,0
0,1,38.5,0.23,"D",0,0
0,1,50.9,1.23,"D",0,0
0,1,39.1,0.94,"B",0,1
0,1,33.3,0.68,"D",1,1
0,1,30,1.83,"E",1,0
0,1,43,1.62,"D",0,0
0,1,27.7,1.21,"E",0,1
0,1,26,0.91,"D",1,0
0,1,33.2,3.59,"A",1,1
1,1,30.3,2.96,"E",0,0
0,1,43.1,1.43,"D",0,1
0,1,63.7,22.94,"B",1,0
0,1,36.5,18.13,"A",1,1
0,1,43,3.32,"D",0,0
0,1,33.5,0.39,"E",0,1
0,0,49.4,4.83,"C",0,1
0,1,43.6,23.78,"A",1,0
0,1,45.6,25.46,"A",0,1
0,1,36.5,1.17,"E",0,1
0,1,47.1,23.96,"A",1,1
0,1,35.9,1.09,"E",0,0
0,1,38.9,1.31,"E",0,1
0,1,44.1,23.19,"A",1,0
0,1,24,1.23,"D",0,0
0,1,29.6,2.6,"D",0,0
0,1,19,1.84,"D",0,1
0,1,41.5,14.24,"A",0,0
0,1,28.9,0.76,"D",1,0
0,1,36.6,1.46,"E",0,0
0,1,34.1,13.04,"B",0,1
0,1,44.9,12.75,"D",0,1
0,1,33.3,1.33,"E",0,0
0,1,64.9,12.34,"D",0,1
0,1,22.8,1.28,"E",0,0
0,0,31.5,1.84,"E",0,0
0,1,36,1.32,"E",0,1
0,0,28.1,1.77,"D",1,0
0,1,39.7,1.25,"D",0,0
0,1,21.3,0.59,"D",0,0
0,1,48.6,1.52,"D",0,0
0,1,29.4,1.08,"D",1,0
0,1,20.3,4.54,"E",0,0
0,1,23.4,2.65,"D",1,0
0,0,53,1.25,"E",0,1
0,1,27.9,8.06,"C",1,1
0,1,48.2,27.63,"A",1,1
0,1,45.9,19.31,"B",1,1
0,1,38,1.32,"D",0,0
0,1,29.6,2.02,"D",0,0
0,1,34.6,1.53,"D",0,1
0,1,34.1,1.17,"E",1,0
0,1,39.8,21.92,"A",1,1
0,1,29.1,1.6,"D",0,0
0,1,43.5,1.51,"D",0,1
0,0,38.8,2.12,"D",0,1
0,1,23.5,0.86,"D",1,0
1,0,47.5,9.6,"D",0,1
0,1,45.2,0.93,"D",0,0
0,1,31.5,1.37,"D",0,0
0,1,54,5.11,"B",1,0
0,1,52,12.88,"D",0,1
0,1,36.5,14.48,"B",1,1
0,1,28.3,2.31,"B",1,0
0,1,72.1,35.88,"A",1,1
0,1,29.5,2.24,"D",1,1
0,0,43.6,0.59,"E",0,0
0,1,36,1.28,"D",0,1
0,1,32.9,1.34,"E",0,1
0,1,62.3,1.17,"C",1,1
0,1,56.7,1.09,"D",0,0
0,0,59.3,1.03,"B",0,1
0,1,44.8,12.19,"B",0,1
0,1,28.6,0.71,"D",1,0
0,1,36.1,16.08,"A",1,0
0,1,32.5,2.13,"E",1,1
0,1,34.8,1.27,"E",1,0
0,1,68.1,2.71,"B",1,1
0,1,51.9,1.25,"D",1,0
0,1,38.6,1.07,"D",0,0
0,1,66.4,28.77,"A",1,1
0,1,45.1,15.65,"A",1,1
0,1,33.5,0.92,"E",0,0
0,1,30.5,1.63,"E",0,1
0,1,45.5,1.48,"E",0,1
0,1,38.4,1.57,"B",1,1
0,1,56,1.42,"E",0,0
0,1,43.2,2.08,"D",0,1
0,1,54.4,21.88,"A",0,1
1,1,49.7,18.2,"B",0,1
0,1,46.4,1.31,"E",0,0
0,1,40.1,1.67,"E",0,1
0,1,49.2,1.96,"D",0,0
0,1,51.9,11.71,"D",0,0
0,1,61,34.61,"A",0,0
0,1,41.8,1.05,"E",0,0
0,1,28.1,2.65,"C",0,1
0,1,69.2,2.96,"D",0,0
0,1,30.8,1.33,"E",0,0
0,1,46.9,16.87,"B",1,1
0,1,51.8,25.85,"A",1,1
0,1,45.9,1.81,"D",0,1
1,1,37.9,10.31,"C",0,0
0,1,25.7,0.71,"E",0,1
0,1,52.3,1.81,"D",0,0
0,1,26.4,1.48,"B",1,0
0,1,49.1,1.02,"D",1,1
0,1,85.9,34.69,"A",1,1
0,1,29,1.96,"E",0,0
1,1,69.1,11.34,"D",1,1
0,1,49.1,12.8,"B",0,1
0,1,43.4,0.83,"E",0,0
0,1,31.7,2.1,"C",1,0
0,1,29.4,2.17,"D",0,0
0,1,29,1.6,"D",1,1
1,1,44.5,1.94,"E",0,0
0,1,37,1.95,"D",1,1
0,1,20.4,1.64,"D",1,0
0,1,65.9,32.61,"A",0,1
0,1,22.2,0.23,"E",0,0
0,1,18.3,1.29,"E",0,0
0,1,58.5,12.85,"B",1,0
0,1,20.3,1.19,"D",0,0
0,1,27.9,0.6,"D",1,0
0,1,46.2,1.33,"E",0,0
0,1,35.6,19.34,"A",1,0
0,1,49.6,22.46,"A",0,1
0,1,47.4,17.96,"B",1,0
0,1,23,1.09,"E",0,1
0,1,22.6,1.42,"D",0,1
0,1,53.9,1.42,"E",0,0
0,1,26.6,0.67,"E",1,0
0,1,58.9,3.54,"D",1,1
0,1,42.1,19.11,"A",1,1
0,1,36.3,1.17,"D",1,0
0,1,29.8,1.02,"B",0,1
1,1,31.5,3.08,"D",0,0
0,1,45.3,9.2,"C",1,1
0,1,20.3,0.63,"B",1,1
0,1,29.2,1.6,"E",0,0
0,1,47.7,27.08,"A",1,1
0,1,35.3,1.19,"E",0,0
0,1,44.4,4.64,"D",1,0
0,1,58.5,35.46,"A",0,1
0,1,44.8,17.85,"B",1,0
0,1,24.7,1.75,"D",0,1
0,1,26.1,0.31,"E",0,1
0,1,36.5,0.86,"D",0,0
0,1,54.4,22.02,"A",0,1
0,1,36.5,19.11,"B",1,1
0,0,53.2,0.92,"C",0,0
0,1,76.9,13.77,"B",1,1
0,1,48.7,1.74,"D",0,1
0,1,29,0.92,"D",0,0
0,1,31,1.69,"B",1,0
0,1,52.7,5.77,"B",0,0
0,0,27.4,1.42,"D",1,0
1,1,36.6,9.08,"B",1,1
0,0,47.4,1.03,"E",1,0
0,1,21.8,1.15,"D",1,1
0,1,50.7,2.44,"C",0,0
0,1,35.6,1.66,"C",0,0
0,1,49.3,12.17,"A",1,1
1,1,39.3,3.44,"E",0,1
0,1,52.1,0.92,"B",0,1
0,1,28.5,1.42,"E",0,0
0,1,45.5,1.02,"D",0,0
0,1,71.8,28.46,"A",0,0
1,1,27.8,2.35,"E",0,0
0,1,40.6,1.55,"E",0,1
0,1,40.8,16.88,"A",1,1
0,1,61.4,3.13,"E",1,0
0,1,54.6,34.6,"A",0,0
0,1,45.6,1.46,"C",0,0
0,1,31.9,5.28,"B",0,1
0,0,53,1.03,"E",0,0
0,1,52,25.57,"B",0,1
0,1,54,5.12,"B",1,0
0,1,51.5,28.71,"A",1,0
1,1,38.5,13.69,"C",1,0
0,1,26.5,0.42,"C",1,0
0,1,34.9,14.18,"A",0,1
0,1,33.8,1.57,"D",0,1
0,1,31,0.96,"E",0,0
0,0,20.8,1.25,"D",0,0
0,1,40.7,9.65,"D",1,0
0,1,31.9,10.67,"B",1,1
0,1,40.1,1.68,"E",0,0
0,0,28,1.26,"E",0,0
0,1,68,21.19,"A",1,0
0,1,51,4.21,"D",1,0
0,1,42.6,1.73,"E",0,1
0,1,51.6,24.87,"A",1,1
1,1,32.7,8.03,"B",1,0
0,1,24.6,1.67,"E",1,0
0,0,23.2,1.19,"D",0,0
0,1,20.4,1.55,"D",1,0
0,1,48.7,1.05,"E",0,1
0,1,52.6,29.2,"A",1,1
0,1,49.8,3.79,"D",1,0
0,1,19.8,0.74,"D",0,0
0,1,28,2.11,"D",1,0
0,1,58.9,7.12,"D",1,0
0,1,54.5,34.46,"A",1,0
0,1,59.4,29.44,"A",1,0
0,1,48.2,15.38,"C",1,1
0,1,53.5,27.69,"A",1,1
0,1,23.3,0.44,"C",1,1
0,1,33.1,12.87,"A",0,0
0,1,46.3,24.63,"A",1,1
0,1,42.6,0.51,"E",0,0
0,1,45.7,4.88,"C",1,0
0,1,66.4,1.26,"E",0,1
1,1,23.3,3.69,"E",0,0
0,1,38.6,1.17,"D",0,0
0,0,34.2,1.03,"E",0,0
0,1,22,1.8,"D",1,0
0,0,54.5,0.92,"D",0,1
0,1,21.4,2.23,"D",0,0
0,1,35.7,1.11,"D",0,1
0,1,46.7,1.73,"E",0,1
0,1,32.2,1.3,"E",0,0
0,1,42.6,1.02,"E",0,0
0,1,63.8,14.52,"A",0,0
0,1,59.1,0.67,"E",0,1
0,1,32.8,1.23,"D",0,0
0,0,33.3,1.69,"D",1,0
0,1,26.7,0.7,"E",0,0
0,1,40.7,22.92,"A",1,1
0,1,26,0.8,"E",1,1
0,0,30.3,0.62,"E",0,0
0,1,54.6,26.71,"B",1,1
0,1,23.9,1.22,"D",0,1
0,1,48.9,7.31,"C",1,0
1,1,42.6,6.73,"C",0,1
0,1,22,3.12,"D",0,0
0,1,62,1.33,"E",0,0
0,1,42.2,12.81,"D",0,1
0,1,31.5,0.25,"E",0,0
0,1,20.8,0.84,"D",0,0
0,0,33.6,0.51,"D",1,0
0,1,56,2.03,"B",1,1
0,1,42.3,1.22,"E",0,0
0,1,29.7,1.28,"D",0,1
0,1,55.7,30.58,"A",1,1
0,1,46.4,2.1,"C",1,1
0,0,46.9,1.84,"E",0,0
0,1,52.8,2.88,"D",0,1
0,1,56.2,1.25,"E",0,1
1,1,37.1,16.97,"B",0,0
0,1,45.3,20.79,"C",1,1
0,1,19.8,1.03,"D",0,1
0,1,38.1,1.79,"A",1,1
0,1,51.1,24.11,"A",0,1
0,1,58.8,0.92,"C",0,0
0,1,34.2,1.74,"B",0,1
0,0,23.4,0.74,"D",0,0
0,1,55.3,0.85,"C",0,1
0,1,59.2,6.96,"D",1,1
1,1,19.9,3.21,"E",0,0
0,0,36.3,2.77,"D",1,0
0,1,39.4,14.18,"B",1,1
0,1,57.9,0.52,"E",1,0
0,1,42.6,3.73,"D",1,1
0,1,47.1,2.64,"E",0,0
0,1,40.5,2.58,"B",1,1
0,1,41.8,0.57,"E",0,0
1,1,59.2,30.19,"A",0,1
0,1,28.4,0.96,"D",1,0
0,1,42.3,18.61,"A",1,1
0,1,52.9,21.71,"A",0,0
0,1,25,0.69,"D",0,0
0,1,59.7,15.29,"D",1,1
0,1,24.6,0.84,"D",0,0
0,1,29.4,1.39,"D",0,0
0,1,37.4,5.92,"D",1,0
0,1,46,17.33,"A",0,1
0,1,22.2,1.21,"E",0,0
0,1,34.1,1.63,"E",0,0
0,1,68,39.94,"A",1,1
0,0,30.6,1.25,"D",0,0
0,1,23.8,0.92,"E",0,0
0,1,43.5,1.13,"B",0,1
0,1,40.9,6.88,"C",0,1
0,1,25.1,0.73,"E",0,0
0,1,51.4,1.63,"E",0,0
0,1,38.3,3.37,"D",0,0
0,0,42.7,1.75,"D",0,0
0,1,51.3,0.33,"D",1,0
0,1,38.1,4.46,"B",0,0
0,1,47.2,28.6,"A",0,0
0,1,35.4,0.94,"C",0,0
0,1,58.9,27.52,"B",1,1
0,1,38.4,18.46,"A",0,0
