"Churn","MonthlyCharges","SeniorCitizen","PaymentMethod","InternetService","tenure","Contract"
0,53.6,0,"Mailed check","DSL",24,"Month-to-month"
1,74.7,0,"Electronic check","Fiber optic",1,"Month-to-month"
1,80.25,0,"Electronic check","Fiber optic",24,"Month-to-month"
0,76.05,1,"Electronic check","DSL",35,"Month-to-month"
0,75.7,0,"Electronic check","DSL",7,"Month-to-month"
1,96.1,0,"Electronic check","Fiber optic",5,"Month-to-month"
1,69,0,"Bank transfer","Fiber optic",15,"Month-to-month"
0,19.65,0,"Mailed check","No",11,"Two year"
1,45.3,0,"Bank transfer","DSL",48,"Month-to-month"
0,81.45,1,"Electronic check","Fiber optic",20,"Month-to-month"
0,108.5,0,"Bank transfer","Fiber optic",72,"One year"
1,83.55,0,"Electronic check","Fiber optic",8,"Month-to-month"
0,84.5,0,"Credit card","Fiber optic",72,"Two year"
0,100.15,0,"Electronic check","Fiber optic",15,"Month-to-month"
0,88.6,0,"Bank transfer","DSL",72,"Two year"
1,74.35,0,"Electronic check","Fiber optic",1,"Month-to-month"
0,104.8,0,"Bank transfer","Fiber optic",63,"Two year"
0,59,0,"Electronic check","DSL",2,"Month-to-month"
1,74.4,0,"Electronic check","Fiber optic",2,"Month-to-month"
0,64.05,1,"Bank transfer","DSL",61,"One year"
0,20.4,0,"Mailed check","No",1,"Month-to-month"
1,43.75,0,"Bank transfer","DSL",22,"One year"
0,60.9,0,"Mailed check","DSL",28,"Month-to-month"
0,19.8,0,"Bank transfer","No",70,"Two year"
1,28.45,1,"Electronic check","DSL",5,"Month-to-month"
1,99.7,0,"Bank transfer","Fiber optic",12,"Month-to-month"
0,116.25,0,"Credit card","Fiber optic",34,"One year"
0,80.7,1,"Credit card","Fiber optic",71,"Two year"
0,65.2,0,"Bank transfer","DSL",70,"One year"
0,84.05,0,"Bank transfer","Fiber optic",52,"Month-to-month"
0,79.45,0,"Credit card","DSL",69,"Two year"
1,94.1,1,"Electronic check","Fiber optic",20,"Month-to-month"
0,78,0,"Mailed check","Fiber optic",11,"Month-to-month"
1,94.2,0,"Electronic check","Fiber optic",2,"Month-to-month"
1,80.5,0,"Electronic check","Fiber optic",6,"Month-to-month"
0,19.85,0,"Mailed check","No",1,"Month-to-month"
0,94.3,1,"Credit card","Fiber optic",20,"One year"
0,106.45,0,"Electronic check","Fiber optic",61,"Month-to-month"
1,74.35,1,"Electronic check","Fiber optic",5,"Month-to-month"
0,105.45,0,"Bank transfer","Fiber optic",56,"Month-to-month"
0,95,0,"Credit card","Fiber optic",30,"Month-to-month"
1,104.8,0,"Bank transfer","Fiber optic",40,"Month-to-month"
0,54.3,0,"Mailed check","DSL",28,"One year"
0,70.05,1,"Electronic check","Fiber optic",5,"Month-to-month"
1,75.2,1,"Bank transfer","Fiber optic",27,"Month-to-month"
0,20.05,0,"Credit card","No",12,"Month-to-month"
0,105.4,0,"Electronic check","Fiber optic",67,"One year"
0,51.6,1,"Electronic check","DSL",29,"Month-to-month"
0,85.5,0,"Bank transfer","Fiber optic",55,"Month-to-month"
1,75.6,0,"Bank transfer","Fiber optic",23,"Month-to-month"
1,100.05,0,"Electronic check","Fiber optic",34,"Month-to-month"
0,91.25,0,"Electronic check","Fiber optic",52,"One year"
0,115.75,1,"Credit card","Fiber optic",72,"Two year"
0,94.7,0,"Credit card","Fiber optic",58,"One year"
0,19.6,0,"Mailed check","No",35,"Two year"
0,99.9,1,"Bank transfer","Fiber optic",56,"Two year"
0,21.1,0,"Credit card","No",24,"Two year"
0,20.05,0,"Credit card","No",70,"Two year"
0,79.95,0,"Electronic check","Fiber optic",2,"Month-to-month"
0,107.15,1,"Credit card","Fiber optic",68,"One year"
1,85,0,"Electronic check","Fiber optic",1,"Month-to-month"
0,89.55,0,"Electronic check","Fiber optic",12,"Month-to-month"
0,81.55,0,"Bank transfer","Fiber optic",63,"Month-to-month"
0,58.45,0,"Mailed check","DSL",33,"One year"
0,95.65,0,"Credit card","Fiber optic",69,"One year"
0,80.6,0,"Bank transfer","DSL",60,"Two year"
0,113.1,0,"Bank transfer","Fiber optic",72,"Two year"
0,58.95,0,"Mailed check","DSL",11,"Month-to-month"
0,19.55,0,"Mailed check","No",1,"Month-to-month"
1,86.05,0,"Bank transfer","Fiber optic",10,"Month-to-month"
1,45.55,0,"Credit card","DSL",13,"Month-to-month"
0,78.95,0,"Bank transfer","Fiber optic",34,"One year"
1,86.3,0,"Mailed check","Fiber optic",39,"Month-to-month"
0,105.05,0,"Bank transfer","Fiber optic",65,"One year"
0,101.9,1,"Bank transfer","Fiber optic",50,"One year"
0,19.75,0,"Mailed check","No",15,"Month-to-month"
0,110.3,0,"Bank transfer","Fiber optic",72,"Two year"
0,115.6,0,"Bank transfer","Fiber optic",72,"Two year"
0,19.35,0,"Bank transfer","No",55,"Two year"
0,25.6,0,"Credit card","No",23,"Two year"
1,80.35,0,"Bank transfer","Fiber optic",32,"Month-to-month"
0,68.75,0,"Bank transfer","DSL",56,"One year"
0,19.9,0,"Bank transfer","No",1,"Month-to-month"
0,70.6,0,"Mailed check","DSL",38,"One year"
0,70.2,0,"Electronic check","Fiber optic",11,"Month-to-month"
0,49.3,0,"Electronic check","DSL",1,"Month-to-month"
0,107.25,0,"Electronic check","Fiber optic",56,"One year"
0,23.6,0,"Mailed check","No",3,"Month-to-month"
0,69.7,0,"Credit card","DSL",7,"Month-to-month"
0,99.5,0,"Credit card","Fiber optic",59,"Two year"
0,64.3,0,"Bank transfer","DSL",7,"Month-to-month"
0,70.85,0,"Credit card","DSL",71,"Two year"
0,101.9,0,"Electronic check","Fiber optic",15,"One year"
0,73.5,0,"Credit card","DSL",71,"Two year"
1,100.25,0,"Electronic check","Fiber optic",35,"Month-to-month"
0,40.4,0,"Credit card","DSL",11,"One year"
0,19.25,0,"Credit card","No",60,"Two year"
0,59.6,1,"Bank transfer","DSL",47,"Two year"
0,64.9,0,"Credit card","DSL",11,"One year"
1,100.3,0,"Credit card","Fiber optic",56,"One year"
0,110.85,1,"Electronic check","Fiber optic",28,"Month-to-month"
0,81.05,0,"Mailed check","DSL",61,"Two year"
0,98.05,0,"Bank transfer","Fiber optic",31,"One year"
0,70.5,0,"Electronic check","Fiber optic",9,"Month-to-month"
0,94.55,1,"Electronic check","Fiber optic",35,"Month-to-month"
0,19.65,0,"Mailed check","No",2,"Month-to-month"
1,19,0,"Mailed check","No",12,"Month-to-month"
1,75.3,0,"Mailed check","Fiber optic",1,"Month-to-month"
1,89.2,1,"Electronic check","Fiber optic",4,"Month-to-month"
0,19,0,"Mailed check","No",1,"Month-to-month"
0,20,0,"Mailed check","No",3,"Month-to-month"
1,85.7,1,"Electronic check","Fiber optic",1,"Month-to-month"
0,63.25,0,"Credit card","DSL",52,"Two year"
0,20.1,0,"Mailed check","No",5,"One year"
0,99.15,0,"Electronic check","Fiber optic",72,"Two year"
0,90.4,0,"Electronic check","DSL",71,"Two year"
0,111.9,0,"Credit card","Fiber optic",72,"Two year"
0,24.9,0,"Electronic check","No",46,"One year"
0,83.5,0,"Credit card","DSL",63,"Two year"
0,84.3,0,"Credit card","Fiber optic",30,"Month-to-month"
0,45.6,0,"Mailed check","DSL",1,"Month-to-month"
1,61.65,0,"Mailed check","DSL",12,"Month-to-month"
0,54.85,0,"Mailed check","DSL",16,"Two year"
0,65.55,0,"Mailed check","DSL",4,"Month-to-month"
0,90.35,0,"Credit card","Fiber optic",51,"One year"
0,20.4,0,"Credit card","No",65,"Two year"
0,74.55,0,"Credit card","Fiber optic",16,"Month-to-month"
0,19.95,0,"Mailed check","No",2,"One year"
0,74.25,0,"Bank transfer","Fiber optic",66,"One year"
0,108.65,0,"Electronic check","Fiber optic",46,"Two year"
0,109.55,0,"Bank transfer","Fiber optic",32,"One year"
0,86.65,0,"Credit card","DSL",72,"Two year"
0,81,0,"Credit card","DSL",38,"Two year"
0,47.85,0,"Credit card","DSL",51,"One year"
0,114.55,0,"Bank transfer","Fiber optic",72,"Two year"
1,105.25,1,"Bank transfer","Fiber optic",65,"Month-to-month"
1,29.95,0,"Electronic check","DSL",9,"Month-to-month"
1,65,0,"Mailed check","DSL",9,"Month-to-month"
0,20.55,0,"Mailed check","No",66,"Two year"
0,109.8,1,"Credit card","Fiber optic",44,"One year"
0,69.5,0,"Bank transfer","DSL",50,"Two year"
0,48.85,0,"Mailed check","DSL",15,"Month-to-month"
0,25.25,0,"Credit card","DSL",8,"Month-to-month"
0,102.85,1,"Credit card","Fiber optic",66,"One year"
0,87.55,0,"Bank transfer","Fiber optic",57,"Month-to-month"
0,78.55,0,"Bank transfer","Fiber optic",7,"Month-to-month"
0,34.55,1,"Bank transfer","DSL",10,"Month-to-month"
0,92.05,0,"Electronic check","Fiber optic",62,"One year"
0,85.05,0,"Electronic check","Fiber optic",40,"One year"
0,19.7,0,"Mailed check","No",20,"Two year"
1,20,0,"Bank transfer","No",7,"Month-to-month"
0,95.15,0,"Electronic check","Fiber optic",25,"Month-to-month"
0,84.25,0,"Electronic check","Fiber optic",23,"Month-to-month"
0,104.6,1,"Credit card","Fiber optic",66,"One year"
0,111.65,1,"Electronic check","Fiber optic",72,"Two year"
1,90.05,1,"Credit card","Fiber optic",49,"Month-to-month"
1,110.75,1,"Bank transfer","Fiber optic",43,"Month-to-month"
0,55,0,"Bank transfer","DSL",46,"Month-to-month"
0,89.85,0,"Credit card","DSL",72,"Two year"
0,20.35,0,"Mailed check","No",10,"One year"
0,54.55,0,"Bank transfer","DSL",40,"One year"
1,105.5,0,"Electronic check","Fiber optic",65,"Month-to-month"
0,99.45,0,"Bank transfer","Fiber optic",31,"Two year"
0,70.9,0,"Credit card","DSL",68,"Two year"
1,104.55,1,"Bank transfer","Fiber optic",56,"One year"
1,85.25,0,"Electronic check","Fiber optic",10,"Month-to-month"
0,25.4,0,"Bank transfer","No",68,"Two year"
1,56.15,0,"Electronic check","DSL",43,"Month-to-month"
1,89.55,0,"Electronic check","Fiber optic",1,"Month-to-month"
0,89.85,1,"Bank transfer","Fiber optic",49,"One year"
0,25.25,0,"Electronic check","No",15,"Month-to-month"
1,94.55,1,"Electronic check","Fiber optic",20,"Month-to-month"
1,45.7,0,"Mailed check","DSL",1,"Month-to-month"
0,69.65,0,"Electronic check","DSL",50,"One year"
1,89.5,1,"Electronic check","Fiber optic",2,"Month-to-month"
0,70,1,"Credit card","Fiber optic",24,"Month-to-month"
1,69.55,0,"Bank transfer","Fiber optic",3,"Month-to-month"
1,74.6,0,"Mailed check","Fiber optic",1,"Month-to-month"
0,20.1,0,"Mailed check","No",35,"Two year"
0,24.8,0,"Mailed check","No",17,"Month-to-month"
1,19.65,1,"Electronic check","No",8,"Month-to-month"
0,95.1,0,"Credit card","Fiber optic",10,"Month-to-month"
0,88.85,0,"Credit card","DSL",68,"Two year"
0,78.8,0,"Bank transfer","DSL",45,"One year"
1,19.85,0,"Mailed check","No",2,"One year"
0,20.35,0,"Bank transfer","No",37,"Month-to-month"
1,24.25,0,"Mailed check","DSL",4,"Month-to-month"
0,45.25,0,"Mailed check","DSL",10,"Month-to-month"
0,20.05,0,"Mailed check","No",1,"Month-to-month"
0,69.55,0,"Mailed check","DSL",65,"Two year"
0,19.5,0,"Bank transfer","No",57,"Two year"
0,74.75,0,"Mailed check","Fiber optic",3,"Month-to-month"
1,69.65,0,"Electronic check","Fiber optic",2,"Month-to-month"
0,30.2,0,"Bank transfer","DSL",49,"Month-to-month"
1,45.65,0,"Mailed check","DSL",4,"Month-to-month"
0,57.8,0,"Bank transfer","DSL",70,"Two year"
0,19.85,0,"Bank transfer","No",53,"One year"
0,25.55,0,"Credit card","No",53,"Two year"
1,75.05,0,"Mailed check","Fiber optic",1,"Month-to-month"
0,24.85,0,"Credit card","No",22,"Month-to-month"
1,49.15,1,"Electronic check","DSL",52,"Month-to-month"
0,110.35,1,"Electronic check","Fiber optic",65,"Two year"
0,24.55,0,"Bank transfer","No",48,"One year"
1,34.7,0,"Electronic check","DSL",2,"Month-to-month"
0,107.95,0,"Mailed check","Fiber optic",3,"Month-to-month"
0,81.4,0,"Bank transfer","Fiber optic",45,"Month-to-month"
1,80,0,"Electronic check","Fiber optic",1,"Month-to-month"
0,73.8,0,"Bank transfer","DSL",61,"Two year"
0,64.4,0,"Credit card","DSL",3,"Month-to-month"
0,103.75,1,"Credit card","Fiber optic",40,"One year"
0,71.1,0,"Mailed check","Fiber optic",1,"Month-to-month"
0,49.9,0,"Electronic check","DSL",1,"Month-to-month"
0,24.6,0,"Bank transfer","No",51,"One year"
1,49.25,1,"Electronic check","DSL",2,"Month-to-month"
0,30.1,0,"Mailed check","DSL",52,"One year"
0,83.4,0,"Bank transfer","Fiber optic",51,"Month-to-month"
0,20.45,0,"Mailed check","No",1,"Month-to-month"
0,75.25,0,"Bank transfer","DSL",31,"One year"
0,20.55,0,"Credit card","No",47,"One year"
1,75.1,0,"Credit card","Fiber optic",3,"Month-to-month"
0,20.05,1,"Mailed check","No",22,"One year"
0,20.65,0,"Mailed check","No",1,"Month-to-month"
0,85.15,0,"Bank transfer","DSL",72,"Two year"
1,50.15,0,"Electronic check","DSL",3,"Month-to-month"
0,84.95,1,"Bank transfer","Fiber optic",47,"One year"
0,66.5,0,"Credit card","DSL",72,"Two year"
0,63.3,0,"Bank transfer","DSL",66,"Two year"
0,83.15,0,"Electronic check","Fiber optic",35,"Month-to-month"
0,84.9,0,"Electronic check","Fiber optic",29,"Month-to-month"
0,20.55,0,"Mailed check","No",2,"Month-to-month"
0,49.25,0,"Mailed check","DSL",4,"Month-to-month"
1,79.85,0,"Bank transfer","Fiber optic",25,"Month-to-month"
0,59.6,0,"Mailed check","DSL",65,"Two year"
0,104.65,1,"Bank transfer","Fiber optic",27,"One year"
0,75.3,0,"Credit card","Fiber optic",29,"Month-to-month"
0,80.1,0,"Credit card","DSL",29,"Month-to-month"
1,19.55,0,"Mailed check","No",1,"Month-to-month"
0,81,0,"Mailed check","Fiber optic",20,"Month-to-month"
0,24.7,0,"Credit card","No",58,"Two year"
0,86,0,"Mailed check","Fiber optic",14,"Month-to-month"
0,25.4,0,"Mailed check","No",72,"Two year"
0,89.15,0,"Credit card","Fiber optic",46,"Month-to-month"
0,58.25,0,"Bank transfer","DSL",71,"Two year"
0,85.65,0,"Bank transfer","Fiber optic",32,"Month-to-month"
0,50.35,0,"Credit card","DSL",26,"Month-to-month"
0,80.35,1,"Credit card","Fiber optic",68,"Month-to-month"
0,20.2,0,"Mailed check","No",2,"One year"
0,20.55,0,"Credit card","No",61,"Two year"
1,85.95,0,"Electronic check","Fiber optic",4,"Month-to-month"
1,45.35,0,"Electronic check","DSL",3,"Month-to-month"
1,94.5,1,"Electronic check","Fiber optic",33,"Month-to-month"
0,21.25,1,"Mailed check","No",9,"Month-to-month"
0,26.25,0,"Mailed check","No",22,"Two year"
0,80.85,0,"Electronic check","Fiber optic",5,"Month-to-month"
1,91.7,1,"Credit card","Fiber optic",30,"Month-to-month"
0,74.2,0,"Credit card","DSL",65,"Two year"
1,87.25,0,"Electronic check","Fiber optic",45,"Month-to-month"
0,20.35,0,"Mailed check","No",5,"Month-to-month"
0,75.5,0,"Electronic check","Fiber optic",25,"Month-to-month"
0,79.05,0,"Bank transfer","Fiber optic",72,"Two year"
0,90.15,0,"Bank transfer","Fiber optic",27,"Month-to-month"
0,50.6,0,"Credit card","DSL",32,"Month-to-month"
0,110.45,0,"Credit card","Fiber optic",30,"One year"
0,101,0,"Credit card","Fiber optic",70,"Two year"
0,79.35,1,"Bank transfer","Fiber optic",42,"Month-to-month"
0,89.85,1,"Bank transfer","DSL",72,"Two year"
0,65,0,"Mailed check","DSL",47,"Two year"
0,80.45,0,"Electronic check","Fiber optic",2,"Month-to-month"
1,98.55,0,"Electronic check","Fiber optic",10,"Month-to-month"
0,24.1,0,"Mailed check","No",61,"Two year"
0,44.05,0,"Credit card","DSL",5,"Month-to-month"
0,110.8,1,"Credit card","Fiber optic",72,"Two year"
0,114.95,1,"Bank transfer","Fiber optic",72,"Two year"
0,75.05,1,"Mailed check","Fiber optic",3,"Month-to-month"
0,19.25,0,"Mailed check","No",48,"Two year"
0,90.05,0,"Credit card","Fiber optic",63,"One year"
0,56.7,0,"Mailed check","DSL",27,"Month-to-month"
0,80.15,0,"Credit card","DSL",70,"Two year"
0,71.35,0,"Credit card","DSL",7,"Month-to-month"
0,90.35,0,"Electronic check","Fiber optic",2,"Month-to-month"
1,98.55,1,"Electronic check","Fiber optic",20,"Month-to-month"
0,19.7,0,"Bank transfer","No",66,"Two year"
0,19.85,0,"Mailed check","No",3,"Month-to-month"
1,85.9,0,"Bank transfer","Fiber optic",15,"Month-to-month"
0,90.35,0,"Bank transfer","Fiber optic",72,"Two year"
0,20.8,0,"Mailed check","No",1,"Month-to-month"
1,89.25,0,"Electronic check","Fiber optic",22,"Month-to-month"
1,70.3,0,"Electronic check","Fiber optic",3,"Month-to-month"
0,66.85,0,"Bank transfer","DSL",72,"Two year"
0,19.9,0,"Mailed check","No",65,"Two year"
0,35.8,0,"Mailed check","DSL",11,"Month-to-month"
0,78.85,0,"Mailed check","Fiber optic",22,"Month-to-month"
0,20.4,0,"Bank transfer","No",14,"One year"
0,74.25,0,"Electronic check","Fiber optic",41,"Month-to-month"
0,64.8,0,"Mailed check","DSL",17,"One year"
0,20.45,0,"Credit card","No",11,"Month-to-month"
1,93.35,0,"Electronic check","Fiber optic",15,"Month-to-month"
1,19.9,0,"Mailed check","No",1,"Month-to-month"
1,88.9,0,"Mailed check","Fiber optic",5,"Month-to-month"
1,95.8,0,"Electronic check","Fiber optic",33,"One year"
0,110.65,0,"Credit card","Fiber optic",72,"Two year"
0,40.3,0,"Mailed check","DSL",3,"Month-to-month"
1,82,0,"Electronic check","Fiber optic",2,"Month-to-month"
0,107,0,"Credit card","Fiber optic",59,"One year"
1,45.35,0,"Electronic check","DSL",2,"Month-to-month"
0,73.35,0,"Credit card","DSL",71,"Two year"
0,44.8,0,"Mailed check","DSL",5,"Month-to-month"
0,54.75,0,"Credit card","DSL",27,"Month-to-month"
1,52.2,0,"Electronic check","DSL",1,"Month-to-month"
0,40.6,0,"Bank transfer","DSL",63,"One year"
1,110,1,"Electronic check","Fiber optic",46,"One year"
0,55.3,0,"Bank transfer","DSL",72,"Two year"
0,60.85,0,"Bank transfer","DSL",34,"Month-to-month"
0,78.4,0,"Electronic check","DSL",24,"One year"
0,69.65,0,"Bank transfer","DSL",72,"Two year"
0,59.85,0,"Credit card","DSL",60,"Two year"
0,76.9,0,"Credit card","DSL",68,"One year"
0,19.85,0,"Mailed check","No",8,"Two year"
0,67.65,0,"Credit card","DSL",34,"Two year"
0,45,0,"Credit card","DSL",6,"Month-to-month"
0,64.2,0,"Mailed check","DSL",2,"Month-to-month"
0,81.7,0,"Credit card","Fiber optic",31,"One year"
0,25.55,0,"Bank transfer","No",20,"Month-to-month"
0,20,0,"Electronic check","No",1,"Month-to-month"
1,96.75,0,"Electronic check","Fiber optic",62,"One year"
0,75.65,1,"Credit card","Fiber optic",70,"Two year"
1,98.5,0,"Electronic check","Fiber optic",10,"Month-to-month"
0,23.8,0,"Mailed check","No",39,"Two year"
0,64.2,0,"Credit card","DSL",46,"Two year"
1,85.35,0,"Electronic check","Fiber optic",6,"Month-to-month"
0,76.8,0,"Bank transfer","DSL",72,"Two year"
0,55.2,0,"Credit card","DSL",18,"Month-to-month"
0,108.55,0,"Credit card","Fiber optic",71,"Two year"
1,101.3,0,"Electronic check","Fiber optic",40,"Month-to-month"
1,69.55,0,"Electronic check","Fiber optic",1,"Month-to-month"
1,103.25,0,"Bank transfer","Fiber optic",58,"One year"
1,104,0,"Credit card","Fiber optic",70,"Two year"
0,25.25,0,"Electronic check","No",42,"Two year"
0,30.4,0,"Bank transfer","DSL",34,"One year"
0,20.05,1,"Bank transfer","No",5,"Month-to-month"
0,84.6,0,"Mailed check","Fiber optic",25,"Month-to-month"
1,86.2,0,"Mailed check","Fiber optic",2,"Month-to-month"
0,103.7,0,"Bank transfer","Fiber optic",55,"One year"
1,111.2,0,"Electronic check","Fiber optic",21,"Month-to-month"
0,88,0,"Credit card","Fiber optic",70,"Two year"
0,106.35,0,"Electronic check","Fiber optic",61,"Month-to-month"
0,79.15,0,"Credit card","DSL",43,"Two year"
0,103.1,0,"Electronic check","Fiber optic",47,"One year"
0,63.95,0,"Credit card","DSL",5,"Month-to-month"
0,25.8,0,"Credit card","No",62,"Two year"
1,89.45,0,"Credit card","Fiber optic",16,"Month-to-month"
1,95.6,1,"Bank transfer","Fiber optic",7,"Month-to-month"
0,25.55,0,"Mailed check","No",14,"Month-to-month"
1,90.95,0,"Electronic check","Fiber optic",60,"One year"
0,44.85,0,"Electronic check","DSL",34,"Month-to-month"
1,108.55,0,"Electronic check","Fiber optic",50,"One year"
0,25.05,0,"Credit card","No",38,"Two year"
0,74.1,0,"Credit card","DSL",70,"One year"
0,88.8,0,"Electronic check","Fiber optic",37,"Month-to-month"
1,78.85,1,"Electronic check","Fiber optic",4,"Month-to-month"
0,93.25,1,"Electronic check","Fiber optic",60,"Month-to-month"
0,71.4,0,"Credit card","DSL",62,"One year"
1,44.4,0,"Mailed check","DSL",1,"Month-to-month"
0,79.2,0,"Credit card","DSL",36,"Month-to-month"
0,20.4,0,"Credit card","No",44,"Two year"
1,100,1,"Electronic check","Fiber optic",55,"One year"
0,105,0,"Credit card","Fiber optic",72,"Two year"
1,19.8,0,"Bank transfer","No",12,"One year"
0,30.85,0,"Bank transfer","DSL",13,"Month-to-month"
1,89.9,0,"Electronic check","Fiber optic",1,"Month-to-month"
0,20.55,0,"Mailed check","No",15,"One year"
0,84.85,0,"Bank transfer","DSL",65,"Two year"
0,33.15,0,"Credit card","DSL",12,"One year"
0,92,0,"Credit card","DSL",72,"Two year"
0,89.8,0,"Credit card","DSL",72,"Two year"
0,115.8,0,"Bank transfer","Fiber optic",72,"Two year"
0,85.15,0,"Mailed check","DSL",52,"Two year"
0,24.85,0,"Mailed check","No",2,"Month-to-month"
0,64.35,0,"Electronic check","DSL",5,"Month-to-month"
0,20.5,0,"Credit card","No",68,"Two year"
1,100.15,0,"Electronic check","Fiber optic",62,"One year"
0,86.05,0,"Credit card","DSL",72,"Two year"
1,50.8,0,"Electronic check","DSL",1,"Month-to-month"
0,89,0,"Electronic check","Fiber optic",66,"One year"
0,64.8,0,"Credit card","DSL",72,"Two year"
0,19.8,0,"Credit card","No",26,"One year"
0,93.4,0,"Bank transfer","Fiber optic",64,"Two year"
